description,average,standard_deviation,individual_results,min,max,type,id
Quantidade de pessoas por sexo na base de dados?,1325.279931640625,84.55179136214007,"[1268.47802734375, 1283.415771484375, 1270.59619140625, 1266.256103515625, 1280.599365234375, 1280.7431640625, 1309.2626953125, 1552.471435546875, 1377.44775390625, 1363.52880859375]",1266.256103515625,1552.471435546875,ccb,ccb11
Valor total da média familiar e total de pessoas por municipio,74.6691650390625,8.835623339726862,"[70.822021484375, 69.950439453125, 67.365966796875, 92.413330078125, 85.087890625, 82.7548828125, 66.705322265625, 66.13427734375, 78.099853515625, 67.357666015625]",66.13427734375,92.413330078125,ccb,ccb12
Quantidade de pessoas agrupadas por nível de escolaridade,47.9397216796875,2.6829927161756255,"[45.419189453125, 44.6376953125, 52.404296875, 44.93798828125, 48.86181640625, 46.008056640625, 51.989013671875, 50.04345703125, 47.35546875, 47.740234375]",44.6376953125,52.404296875,ccb,ccb13
Pergunta 5: Quais são os tipos de materiais de piso mais comuns nas famílias?,24.3434814453125,0.795170081751602,"[24.85693359375, 24.11865234375, 24.84033203125, 23.401123046875, 23.978515625, 25.963623046875, 24.421630859375, 22.966796875, 24.75537109375, 24.1318359375]",22.966796875,25.963623046875,ccb,ccb14
Agrupe a quantidade de pessoas pelas diferentes cores de pele.,42.4072509765625,2.503855870375345,"[41.28759765625, 40.327880859375, 43.032958984375, 45.350341796875, 39.08544921875, 41.154052734375, 46.32666015625, 44.21044921875, 44.44970703125, 38.847412109375]",38.847412109375,46.32666015625,ccb,ccb15
Quantos idosos existem em cada família no estado da Bahia?,45.288818359375,2.6021680545275028,"[46.82958984375, 50.602294921875, 42.674072265625, 42.95654296875, 45.2744140625, 46.4140625, 47.65576171875, 43.788818359375, 41.325927734375, 45.36669921875]",41.325927734375,50.602294921875,cci,cci16
Qtd de pessoas por Município e cor/raça,576.5173583984375,35.475109452886265,"[656.353759765625, 607.54736328125, 535.951171875, 553.886962890625, 613.7099609375, 549.767333984375, 558.2822265625, 555.837158203125, 571.769775390625, 562.06787109375]",535.951171875,656.353759765625,cci,cci17
Qual é a média de pessoas por família em cada município?,57.27392578125,4.465880774666985,"[59.54638671875, 65.962890625, 56.6943359375, 52.73876953125, 54.48193359375, 63.704833984375, 57.234375, 57.56591796875, 51.623291015625, 53.1865234375]",51.623291015625,65.962890625,cci,cci18
"Quantidade de famílias com casas com menos de 3 cômodos agrupados por estado, regiao e municipio:",486.0259521484375,94.17069146928948,"[463.521240234375, 477.561279296875, 457.37353515625, 466.83740234375, 461.267578125, 453.498779296875, 470.82080078125, 429.88720703125, 763.447509765625, 416.044189453125]",416.044189453125,763.447509765625,cci,cci19
"Quantidade de pessoas por idade, sexo e função que recebem remunerção equivalente a salário mínimo ou inferior",237.23935546875,8.280222282121178,"[237.499267578125, 253.114013671875, 242.287841796875, 225.75537109375, 233.04345703125, 223.970458984375, 245.470947265625, 238.020263671875, 239.200927734375, 234.031005859375]",223.970458984375,253.114013671875,cci,cci20
Em que municípios moram as 5 pessoas mais velhas entrevistadas?,203.38828125,9.27096865614521,"[192.744140625, 201.73583984375, 197.314208984375, 204.772705078125, 192.296630859375, 202.68505859375, 196.413818359375, 223.53466796875, 212.7431640625, 209.642578125]",192.296630859375,223.53466796875,cci,cci21
"Quantidade de famílias com casas com menos de 3 cômodos agrupados por estado, regiao e municipio:",63.3025146484375,4.492834240938465,"[61.1513671875, 62.352294921875, 74.83984375, 59.310791015625, 66.326171875, 59.476318359375, 58.8046875, 64.616455078125, 63.92138671875, 62.225830078125]",58.8046875,74.83984375,cci,cci22
Quantas mulheres concluíram o ensino fundamental?,49.093896484375,3.8940370025302067,"[51.707275390625, 45.655517578125, 49.46728515625, 46.78955078125, 48.3173828125, 57.78271484375, 46.713134765625, 45.465087890625, 45.505859375, 53.53515625]",45.465087890625,57.78271484375,cci,cci23
"Quantas famílias existem em cada município, agrupadas por água canalizada ?",887.9897216796875,15.720173737319497,"[873.724365234375, 897.8876953125, 881.755859375, 928.798583984375, 881.114013671875, 868.234619140625, 889.868896484375, 889.247314453125, 884.211181640625, 885.0546875]",868.234619140625,928.798583984375,cci,cci24
Qual a media de pessoas por familia por municipio?,45.6263671875,2.3313094952229716,"[46.47802734375, 52.29150390625, 44.256103515625, 45.060791015625, 44.522705078125, 45.662109375, 44.04931640625, 44.875244140625, 44.1181640625, 44.94970703125]",44.04931640625,52.29150390625,cci,cci25
Qual o curso mais elevado que as pessoas que não tiveram trabalho remunerado nos últimos 12 meses frequentaram?,143.449072265625,4.871586155969488,"[143.028076171875, 145.421142578125, 137.731689453125, 138.12255859375, 144.71923828125, 152.843017578125, 135.777099609375, 148.115234375, 144.26025390625, 144.472412109375]",135.777099609375,152.843017578125,cci,cci26
Quais são os cinco municípios com a maior população e quantas famílias vivem em cada um?,48.8593994140625,1.9416156385706036,"[49.06591796875, 52.055419921875, 48.147705078125, 47.5654296875, 47.5380859375, 46.561767578125, 49.698486328125, 52.63330078125, 48.128173828125, 47.19970703125]",46.561767578125,52.63330078125,cci,cci27
Quantas famílias com mais de 3 pessoas têm acesso a água canalizada em seus domicílios?,39.9500244140625,3.681065086568248,"[40.578369140625, 38.941650390625, 38.619384765625, 38.111083984375, 38.82763671875, 38.149169921875, 39.740478515625, 38.0224609375, 37.789306640625, 50.720703125]",37.789306640625,50.720703125,cci,cci28
Quantas pessoas do sexo feminino moram em casas com água canalizada?,94.1217529296875,5.167805744867293,"[96.361572265625, 94.955078125, 94.0185546875, 88.170654296875, 86.303466796875, 102.01318359375, 96.680908203125, 102.03125, 91.89599609375, 88.786865234375]",86.303466796875,102.03125,cci,cci29
"Qual a quantidade de pessoas do sexo masculino e feminino, respectivamente, em Salvador?",35.844287109375,3.782643338580489,"[33.949462890625, 43.669189453125, 33.233154296875, 32.985595703125, 40.058837890625, 34.19091796875, 40.55322265625, 33.94287109375, 32.9150390625, 32.944580078125]",32.9150390625,43.669189453125,cci,cci30
Quais são as três famílias com a maior renda média em cada município?,397.639892578125,7.091962891707504,"[406.039794921875, 391.951416015625, 390.350341796875, 389.51220703125, 404.05859375, 395.17822265625, 395.9560546875, 389.857666015625, 405.281494140625, 408.213134765625]",389.51220703125,408.213134765625,cca,cca31
Liste os nomes dos 10 municípios pela maior remuneração de trabalho para pessoas entre 25 e 35 anos.,198.3173828125,6.077860509221995,"[200.1064453125, 197.98095703125, 210.538818359375, 202.77587890625, 187.967529296875, 197.380126953125, 198.62646484375, 202.790283203125, 193.26171875, 191.74560546875]",187.967529296875,210.538818359375,cca,cca32
Pergunta 1: Quais são os municípios na Região Nordeste com a menor média de idade entre as pessoas?,112.42177734375,5.005422148674403,"[103.41796875, 109.92138671875, 119.201416015625, 112.025634765625, 109.8544921875, 115.216552734375, 108.368896484375, 114.758056640625, 121.15673828125, 110.296630859375]",103.41796875,121.15673828125,cca,cca33
"Qual a proporção de pessoas que utilizam abastecimento de água por poço ou nascente para todos os outros tipos e população total, além disso, e qual o tipo que predomina nas áreas urbanas?",1205.420849609375,32.05345930419981,"[1211.207275390625, 1253.81494140625, 1160.163330078125, 1207.4931640625, 1201.06884765625, 1243.740478515625, 1168.92578125, 1207.11865234375, 1161.786376953125, 1238.8896484375]",1160.163330078125,1253.81494140625,cca,cca34
Lista dos 30 município com o maior número de pessoas que nunca estudaram e têm 18 anos ou mais ordenados por quantidade:,133.9186767578125,3.8191334025465022,"[132.85009765625, 129.8828125, 139.658203125, 139.79931640625, 129.025146484375, 136.570556640625, 128.771728515625, 135.39208984375, 132.8828125, 134.35400390625]",128.771728515625,139.79931640625,cca,cca35
1 - Liste os nomes dos municípios onde a maioria dos residentes é do sexo feminino.,206.602587890625,4.328577118268021,"[208.302734375, 209.742919921875, 203.869384765625, 202.685302734375, 209.347412109375, 201.064697265625, 208.91650390625, 202.416259765625, 203.934814453125, 215.745849609375]",201.064697265625,215.745849609375,cca,cca36
RETORNA SEPARADAMENTE HOMENS E MULHERES QUE A FAMILIA TEM UMA REDA MÉDIA ACIMA DE 500 REAIS,426.173095703125,20.042150431885926,"[435.99365234375, 425.4638671875, 406.628173828125, 443.7197265625, 418.557861328125, 475.594482421875, 412.52392578125, 407.67919921875, 423.28662109375, 412.283447265625]",406.628173828125,475.594482421875,cca,cca37
"Em quais estados os principais ganhos de renda dos membros vêm de doações e excedem R$ 20.000, e qual é o total de renda de doação nesses estados?",88.937841796875,5.971156006053901,"[84.338134765625, 98.77685546875, 94.6845703125, 97.531005859375, 89.753173828125, 89.18115234375, 82.228759765625, 88.03125, 82.85693359375, 81.99658203125]",81.99658203125,98.77685546875,cca,cca38
Faixa etária com mais pessoas em cada município.,608.7154052734375,26.857053347704248,"[596.52880859375, 587.119873046875, 621.66064453125, 645.304931640625, 605.95166015625, 594.540771484375, 611.943359375, 553.488037109375, 649.59765625, 621.018310546875]",553.488037109375,649.59765625,cca,cca39
"Qual a Renda média familiar, salário, idade e escolaridade das pessoas que são maiores do que 25 anos e ainda frequentam a escola ou nunca frequentaram?",309.4741943359375,10.863347597848907,"[317.91796875, 331.93994140625, 311.79248046875, 306.474365234375, 319.2451171875, 298.5048828125, 305.969970703125, 305.781982421875, 305.96337890625, 291.15185546875]",291.15185546875,331.93994140625,cca,cca40
Qual a média de pessoas que possuem coleta de lixo por região?,133.7807861328125,20.754339608425248,"[118.1533203125, 115.5859375, 127.333251953125, 146.52099609375, 187.927978515625, 142.9892578125, 131.594970703125, 131.370849609375, 115.586181640625, 120.7451171875]",115.5859375,187.927978515625,cca,cca41
Qual a média de renda das pessoas da familia por genero em cada estado?,254.598876953125,14.033366386085074,"[243.80029296875, 282.965576171875, 232.800048828125, 256.67578125, 256.0986328125, 250.186767578125, 248.865234375, 261.09912109375, 241.5419921875, 271.955322265625]",232.800048828125,282.965576171875,cca,cca42
# Qual o curso mais elevado que as pessoas que não tiveram trabalho remunerado nos últimos 12 meses frequentaram? (ordenado por qauntidade de pessoas sem trabalho remunerado),153.0133544921875,11.165989297245597,"[150.1826171875, 142.82763671875, 141.368896484375, 146.18701171875, 142.564208984375, 155.509033203125, 161.329833984375, 179.198974609375, 149.550537109375, 161.414794921875]",141.368896484375,179.198974609375,cca,cca43
Quais são os três municípios com o maior número de pessoas trabalhando e a média de renda das famílias nesses municípios?,1677.723583984375,201.65474282969944,"[1656.25439453125, 1636.31396484375, 1592.27490234375, 1597.68701171875, 1595.850830078125, 1579.8056640625, 2277.151611328125, 1640.806396484375, 1631.2255859375, 1569.865478515625]",1569.865478515625,2277.151611328125,cca,cca44
"Pergunta 2: Qual é a renda média por família, considerando apenas as famílias com mais de 2 pessoas?",90.44423828125,2.7951849412039986,"[93.121337890625, 88.6005859375, 95.051513671875, 87.5703125, 88.041259765625, 90.89306640625, 94.022216796875, 87.329833984375, 87.7822265625, 92.030029296875]",87.329833984375,95.051513671875,cca,cca45
